6.26959247649, 0
12.539184953, 0
18.8087774295, 0
25.078369906, 0
31.3479623824, 0
37.6175548589, 0
43.8871473354, 0
50.1567398119, 0
56.4263322884, 0
62.6959247649, 0
68.9655172414, 0
75.2351097179, 0
81.5047021944, 0
87.7742946708, 0
94.0438871473, 0
100.313479624, 0
106.5830721, 0
112.852664577, 0
119.122257053, 0
125.39184953, 0
131.661442006, 0
137.931034483, 0
144.200626959, 0
150.470219436, 0
156.739811912, 0
163.009404389, 0
169.278996865, 0
175.548589342, 0
181.818181818, 0
188.087774295, 0
194.357366771, 0
200.626959248, 0
206.896551724, 0
213.166144201, 0
219.435736677, 0
225.705329154, 0
231.97492163, 0
238.244514107, 0
244.514106583, 0
250.78369906, 0
257.053291536, 0
263.322884013, 0
269.592476489, 0
275.862068966, 0
282.131661442, 0
288.401253918, 0
294.670846395, 0
300.940438871, 0
307.210031348, 0
313.479623824, 0
319.749216301, 0
326.018808777, 0
332.288401254, 0
338.55799373, 0
344.827586207, 0
351.097178683, 0
357.36677116, 0
363.636363636, 0
369.905956113, 0
376.175548589, 0
382.445141066, 0
388.714733542, 0
394.984326019, 0
401.253918495, 0
407.523510972, 0
413.793103448, 0
420.062695925, 0
426.332288401, 0
432.601880878, 0
438.871473354, 0
445.141065831, 0
451.410658307, 0
457.680250784, 0
463.94984326, 0
470.219435737, 0
476.489028213, 0
482.75862069, 0
489.028213166, 0
495.297805643, 0
501.567398119, 0
507.836990596, 0
514.106583072, 0
520.376175549, 0
526.645768025, 0
532.915360502, 0
539.184952978, 0
545.454545455, 0
551.724137931, 0
557.993730408, 0
564.263322884, 0
570.532915361, 0
576.802507837, 0
583.072100313, 0
589.34169279, 0
595.611285266, 0
601.880877743, 0
608.150470219, 0
614.420062696, 0
620.689655172, 0
626.959247649, 0
633.228840125, 0
639.498432602, 0
645.768025078, 0
652.037617555, 0
658.307210031, 0
664.576802508, 0
670.846394984, 0
677.115987461, 0
683.385579937, 0
689.655172414, 0
695.92476489, 0
702.194357367, 0
708.463949843, 0
714.73354232, 0
721.003134796, 0
727.272727273, 0
733.542319749, 0
739.811912226, 0
746.081504702, 0
752.351097179, 0
758.620689655, 0
764.890282132, 0
771.159874608, 0
777.429467085, 0
783.699059561, 0
789.968652038, 0
796.238244514, 0
802.507836991, 0
808.777429467, 0
815.047021944, 0
821.31661442, 0
827.586206897, 0
833.855799373, 0
840.12539185, 0
846.394984326, 0
852.664576803, 0
858.934169279, 0
865.203761755, 0
871.473354232, 0
877.742946708, 0
884.012539185, 0
890.282131661, 0
896.551724138, 0
902.821316614, 0
909.090909091, 0
915.360501567, 0
921.630094044, 0
927.89968652, 0
934.169278997, 0
940.438871473, 0
946.70846395, 0
952.978056426, 0
959.247648903, 0
965.517241379, 0
971.786833856, 0
978.056426332, 0
984.326018809, 0
990.595611285, 0
996.865203762, 0
1003.13479624, 0
1009.40438871, 0
1015.67398119, 0
1021.94357367, 0
1028.21316614, 0
1034.48275862, 0
1040.7523511, 0
1047.02194357, 0
1053.29153605, 0
1059.56112853, 0
1065.830721, 0
1072.10031348, 0
1078.36990596, 0
1084.63949843, 0
1090.90909091, 0
1097.17868339, 0
1103.44827586, 0
1109.71786834, 0
1115.98746082, 0
1122.25705329, 0
1128.52664577, 0
1134.79623824, 0
1141.06583072, 0
1147.3354232, 0
1153.60501567, 0
1159.87460815, 0
1166.14420063, 0
1172.4137931, 0
1178.68338558, 0
1184.95297806, 0
1191.22257053, 0
1197.49216301, 0
1203.76175549, 0
1210.03134796, 0
1216.30094044, 0
1222.57053292, 0
1228.84012539, 0
1235.10971787, 0
1241.37931034, 0
1247.64890282, 0
1253.9184953, 0
1260.18808777, 0
1266.45768025, 0
1272.72727273, 0
1278.9968652, 0
1285.26645768, 0
1291.53605016, 0
1297.80564263, 0
1304.07523511, 0
1310.34482759, 0
1316.61442006, 0
1322.88401254, 0
1329.15360502, 0
1335.42319749, 0
1341.69278997, 0
1347.96238245, 0
1354.23197492, 0
1360.5015674, 0
1366.77115987, 0
1373.04075235, 0
1379.31034483, 0
1385.5799373, 0
1391.84952978, 0
1398.11912226, 0
1404.38871473, 0
1410.65830721, 0
1416.92789969, 0
1423.19749216, 0
1429.46708464, 0
1435.73667712, 0
1442.00626959, 0
1448.27586207, 0
1454.54545455, 0
1460.81504702, 0
1467.0846395, 0
1473.35423197, 0
1479.62382445, 0
1485.89341693, 0
1492.1630094, 0
1498.43260188, 0
1504.70219436, 0
1510.97178683, 0
1517.24137931, 0
1523.51097179, 0
1529.78056426, 0
1536.05015674, 0
1542.31974922, 0
1548.58934169, 0
1554.85893417, 0
1561.12852665, 0
1567.39811912, 0
1573.6677116, 0
1579.93730408, 0
1586.20689655, 0
1592.47648903, 0
1598.7460815, 0
1605.01567398, 0
1611.28526646, 0
1617.55485893, 0
1623.82445141, 0
1630.09404389, 0
1636.36363636, 0
1642.63322884, 0
1648.90282132, 0
1655.17241379, 0
1661.44200627, 0
1667.71159875, 0
1673.98119122, 0
1680.2507837, 0
1686.52037618, 0
1692.78996865, 0
1699.05956113, 0
1705.32915361, 0
1711.59874608, 0
1717.86833856, 0
1724.13793103, 0
1730.40752351, 0
1736.67711599, 0
1742.94670846, 0
1749.21630094, 0
1755.48589342, 0
1761.75548589, 0
1768.02507837, 0
1774.29467085, 0
1780.56426332, 0
1786.8338558, 0
1793.10344828, 0
1799.37304075, 0
1805.64263323, 0
1811.91222571, 0
1818.18181818, 0
1824.45141066, 0
1830.72100313, 0
1836.99059561, 0
1843.26018809, 0
1849.52978056, 0
1855.79937304, 0
1862.06896552, 0
1868.33855799, 0
1874.60815047, 0
1880.87774295, 0
1887.14733542, 0
1893.4169279, 0
1899.68652038, 0
1905.95611285, 0
1912.22570533, 0
1918.49529781, 0
1924.76489028, 0
1931.03448276, 0
1937.30407524, 0
1943.57366771, 0
1949.84326019, 0
1956.11285266, 0
1962.38244514, 0
1968.65203762, 0
1974.92163009, 0
1981.19122257, 0
1987.46081505, 0
1993.73040752, 0
2000.0, 0
2000.15673981, 0
2000.31347962, 0
2000.47021944, 0
2000.62695925, 0
2000.78369906, 0
2000.94043887, 0
2001.09717868, 0
2001.2539185, 0
2001.41065831, 0
2001.56739812, 0
2001.72413793, 0
2001.88087774, 0
2002.03761755, 0
2002.19435737, 0
2002.35109718, 0
2002.50783699, 0
2002.6645768, 0
2002.82131661, 0
2002.97805643, 0
2003.13479624, 0
2003.29153605, 0
2003.44827586, 0
2003.60501567, 0
2003.76175549, 0
2003.9184953, 0
2004.07523511, 0
2004.23197492, 0
2004.38871473, 0
2004.54545455, 0
2004.70219436, 0
2004.85893417, 0
2005.01567398, 0
2005.17241379, 0
2005.32915361, 0
2005.48589342, 0
2005.64263323, 0
2005.79937304, 0
2005.95611285, 0
2006.11285266, 0
2006.26959248, 0
2006.42633229, 0
2006.5830721, 0
2006.73981191, 0
2006.89655172, 0
2007.05329154, 0
2007.21003135, 0
2007.36677116, 0
2007.52351097, 0
2007.68025078, 0
2007.8369906, 0
2007.99373041, 0
2008.15047022, 0
2008.30721003, 0
2008.46394984, 0
2008.62068966, 0
2008.77742947, 0
2008.93416928, 0
2009.09090909, 0
2009.2476489, 0
2009.40438871, 0
2009.56112853, 0
2009.71786834, 0
2009.87460815, 0
2010.03134796, 0
2010.18808777, 0
2010.34482759, 0
2010.5015674, 0
2010.65830721, 0
2010.81504702, 0
2010.97178683, 0
2011.12852665, 0
2011.28526646, 0
2011.44200627, 0
2011.59874608, 0
2011.75548589, 0
2011.91222571, 0
2012.06896552, 0
2012.22570533, 0
